"dept";"applicant.gender";"admit"
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"male";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"A";"female";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"male";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"B";"female";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"male";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"C";"female";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"male";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"D";"female";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"male";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"E";"female";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"male";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
"F";"female";1
