"polity";"year";"population";"moralizing_gods";"writing"
"Latium";-500;5;1;1
"Latium";-400;5.17609125905568;1;1
"Latium";-300;5.82942305242289;1;1
"Latium";-200;6.60048932808493;1;1
"Latium";-100;7.44767078953131;1;1
"Latium";0;7.69897000433602;1;1
"Latium";100;7.74094284872473;1;1
"Latium";200;7.77959698930288;1;1
"Konya Plain";300;7.72792208605444;1;1
"Latium";400;7.15018674806233;1;1
"Latium";500;6.74036268949424;1;1
"Latium";600;6;1;1
"Latium";700;6.09691001300806;1;1
"Latium";800;5.87256327133052;1;1
"Latium";900;6.04681834376937;1;1
"Latium";1000;5.65050466314946;1;1
"Latium";1100;5.80658407354336;1;1
"Latium";1200;6.17342078780325;1;1
"Latium";1300;6.17342078780325;1;1
"Latium";1400;5.77815125038364;1;1
"Latium";1500;6.20411998265593;1;1
"Latium";1600;6.20411998265593;1;1
"Latium";1700;6.27875360095283;1;1
"Latium";1800;6.36172783601759;1;1
"Lena River Valley";1400;2.82300111166277;0;0
"Lena River Valley";1500;2.82300111166277;0;0
"Lena River Valley";1600;2.82300111166277;0;0
"Lowland Andes";1600;2.37429693719172;0;0
"Lowland Andes";1700;2.37429693719172;0;0
"Lowland Andes";1800;2.37429693719172;0;0
"Lowland Andes";1900;3.44133520633272;0;0
"Middle Yellow River Valley";-5000;3.77237693478826;NA;0
"Middle Yellow River Valley";-4900;3.77237693478826;NA;0
"Middle Yellow River Valley";-4800;3.77237693478826;NA;0
"Middle Yellow River Valley";-4700;3.77237693478826;NA;0
"Middle Yellow River Valley";-4600;3.77237693478826;NA;0
"Middle Yellow River Valley";-4500;3.77237693478826;NA;0
"Middle Yellow River Valley";-4400;3.77237693478826;NA;0
"Middle Yellow River Valley";-4300;3.77237693478826;NA;0
"Middle Yellow River Valley";-4200;3.77237693478826;NA;0
"Middle Yellow River Valley";-4100;3.77237693478826;NA;0
"Middle Yellow River Valley";-4000;3.77237693478826;NA;0
"Middle Yellow River Valley";-3900;3.77237693478826;NA;0
"Middle Yellow River Valley";-3800;3.77237693478826;NA;0
"Middle Yellow River Valley";-3700;3.77237693478826;NA;0
"Middle Yellow River Valley";-3600;3.77237693478826;NA;0
"Middle Yellow River Valley";-3500;3.77237693478826;NA;0
"Middle Yellow River Valley";-3400;3.77237693478826;NA;0
"Middle Yellow River Valley";-3300;3.77237693478826;NA;0
"Middle Yellow River Valley";-3200;3.77237693478826;NA;0
"Middle Yellow River Valley";-3100;3.77237693478826;NA;0
"Middle Yellow River Valley";-3000;5.43114784200245;NA;0
"Middle Yellow River Valley";-2900;5.43114784200245;NA;0
"Middle Yellow River Valley";-2800;5.43114784200245;NA;0
"Middle Yellow River Valley";-2700;5.43114784200245;NA;0
"Middle Yellow River Valley";-2600;5.43114784200245;NA;0
"Middle Yellow River Valley";-2500;5.43114784200245;NA;0
"Middle Yellow River Valley";-2400;5.43114784200245;NA;0
"Middle Yellow River Valley";-2300;5.43114784200245;NA;0
"Middle Yellow River Valley";-2200;5.43114784200245;NA;0
"Middle Yellow River Valley";-2100;5.43114784200245;NA;0
"Middle Yellow River Valley";-2000;5.43114784200245;NA;0
"Middle Yellow River Valley";-1900;5.43114784200245;NA;0
"Middle Yellow River Valley";-1800;5.071662254403;NA;0
"Middle Yellow River Valley";-1700;5.071662254403;NA;0
"Middle Yellow River Valley";-1600;6.48875893445324;NA;0
"Middle Yellow River Valley";-1500;6.48875893445324;NA;0
"Middle Yellow River Valley";-1400;6.48875893445324;NA;0
"Middle Yellow River Valley";-1300;6.48875893445324;NA;0
"Middle Yellow River Valley";-1200;6.69897000433602;0;1
"Middle Yellow River Valley";-1100;6.87474215865777;1;1
"Middle Yellow River Valley";-1000;6.69897000433602;1;1
"Middle Yellow River Valley";-900;7.03262785468037;1;1
"Middle Yellow River Valley";-800;7.13033376849501;1;1
"Middle Yellow River Valley";-700;6.31367865360752;1;1
"Middle Yellow River Valley";-600;6.31367865360752;1;1
"Middle Yellow River Valley";-500;6.31367865360752;1;1
"Middle Yellow River Valley";-400;6.36306649643535;1;1
"Middle Yellow River Valley";-300;7.20854516083791;1;1
"Middle Yellow River Valley";-200;7.72884568617329;1;1
"Middle Yellow River Valley";-100;7.72884568617329;1;1
"Middle Yellow River Valley";0;7.72884568617329;1;1
"Middle Yellow River Valley";100;7.6909082715081;1;1
"Middle Yellow River Valley";200;7.00862469034129;1;1
"Middle Yellow River Valley";300;7.67834547071545;NA;1
"Middle Yellow River Valley";400;6.85395139583482;1;1
"Middle Yellow River Valley";500;7.50514997831991;1;1
"Middle Yellow River Valley";600;7.66275783168157;1;1
"Middle Yellow River Valley";700;7.68124123737559;1;1
"Middle Yellow River Valley";800;7.71029729820668;1;1
"Middle Yellow River Valley";900;7.88866432930506;1;1
"Middle Yellow River Valley";1000;7.9234464847068;1;1
"Middle Yellow River Valley";1100;7.9234464847068;1;1
"Middle Yellow River Valley";1200;7.70711362850736;1;1
"Middle Yellow River Valley";1300;7.89556689125896;1;1
"Middle Yellow River Valley";1400;7.80998587341907;1;1
"Middle Yellow River Valley";1500;7.70679200707397;1;1
"Middle Yellow River Valley";1600;8.00038641936094;1;1
"Middle Yellow River Valley";1700;8.02153789761956;1;1
"Middle Yellow River Valley";1800;8.46982201597816;1;1
"Middle Yellow River Valley";1900;8.53046459828755;1;1
"Niger Inland Delta";-200;2.38719354532342;NA;0
"Niger Inland Delta";-100;2.38719354532342;NA;0
"Niger Inland Delta";0;2.38719354532342;NA;0
"Niger Inland Delta";100;3.38105370963027;NA;0
"Niger Inland Delta";200;3.38105370963027;NA;0
"Niger Inland Delta";300;3.38105370963027;NA;0
"Niger Inland Delta";400;4.22129276049808;NA;0
"Niger Inland Delta";500;4.22129276049808;NA;0
"Niger Inland Delta";600;4.22129276049808;NA;0
"Niger Inland Delta";700;4.22129276049808;NA;0
"Niger Inland Delta";800;4.22129276049808;NA;0
"Niger Inland Delta";900;4.4367804574569;NA;0
"Niger Inland Delta";1000;6.06429815586988;NA;0
"Niger Inland Delta";1100;6.1646496846167;1;1
"Niger Inland Delta";1200;6.1646496846167;1;1
"Niger Inland Delta";1300;6.6250783194934;NA;1
"Niger Inland Delta";1400;6.6250783194934;1;1
"Niger Inland Delta";1500;6.6458898851864;1;1
"Niger Inland Delta";1600;6.40209841844226;1;1
"Niger Inland Delta";1700;6.40209841844226;1;1
"Niger Inland Delta";1800;6.50953558771449;1;1
"North Colombia";300;4.67607495258698;NA;0
"North Colombia";400;4.67607495258698;NA;0
"North Colombia";500;4.67607495258698;NA;0
"North Colombia";600;2.84487842168024;NA;0
"North Colombia";700;4.39496373540006;NA;0
"North Colombia";800;2.90426438286204;NA;0
"North Colombia";900;3.32131231776609;NA;0
"North Colombia";1000;3.32131231776609;NA;0
"North Colombia";1100;3.32131231776609;0;0
"North Colombia";1200;3.32131231776609;0;0
"North Colombia";1300;3.32131231776609;0;0
"North Colombia";1400;3.8845129884363;0;0
"North Colombia";1500;3.8845129884363;0;0
"Orkhon Valley";-1400;4.68327186984472;NA;0
"Orkhon Valley";-1300;4.68327186984472;NA;0
"Orkhon Valley";-1200;4.68327186984472;NA;0
"Orkhon Valley";-1100;4.68327186984472;NA;0
"Orkhon Valley";-1000;4.68327186984472;NA;0
"Orkhon Valley";-900;4.68327186984472;NA;0
"Orkhon Valley";-800;4.68327186984472;NA;0
"Orkhon Valley";-700;4.68327186984472;NA;0
"Orkhon Valley";-600;4.68327186984472;NA;0
"Orkhon Valley";-500;4.68327186984472;NA;0
"Orkhon Valley";-400;4.9812900143653;NA;0
"Orkhon Valley";-300;4.9812900143653;NA;0
"Orkhon Valley";-200;6.17609125905568;NA;0
"Orkhon Valley";-100;6.17609125905568;NA;0
"Orkhon Valley";0;6.10240913495566;NA;0
"Orkhon Valley";100;6.03731263115716;NA;0
"Orkhon Valley";200;6.03731263115716;NA;0
"Orkhon Valley";300;5.74590015100985;NA;0
"Orkhon Valley";400;5.74590015100985;NA;0
"Orkhon Valley";500;5.74590015100985;1;1
"Orkhon Valley";600;5.64456381806466;1;1
"Orkhon Valley";700;5.65203146649595;1;1
"Orkhon Valley";800;5.68321872311698;1;1
"Orkhon Valley";900;5.68321872311698;1;1
"Orkhon Valley";1000;6.57978359661681;NA;1
"Orkhon Valley";1100;6.57978359661681;NA;1
"Orkhon Valley";1200;5.01215738343942;NA;0
"Orkhon Valley";1300;7.42775178561145;NA;1
"Orkhon Valley";1400;6.51412036298383;NA;1
"Orkhon Valley";1500;6.51412036298383;NA;1
"Orkhon Valley";1600;4.13083199906412;1;1
"Orkhon Valley";1700;5.82337344310523;1;1
"Middle Yellow River Valley";1800;8.46982201597816;1;1
"Middle Yellow River Valley";1900;8.53046459828755;1;1
"Oro PNG";1800;3.85475969927007;0;0
"Paris Basin";-3200;3.035945342575;NA;0
"Paris Basin";-3100;3.035945342575;NA;0
"Paris Basin";-3000;3.035945342575;NA;0
"Paris Basin";-2900;3.035945342575;NA;0
"Paris Basin";-2800;3.035945342575;NA;0
"Paris Basin";-2700;3.035945342575;NA;0
"Paris Basin";-2600;3.035945342575;NA;0
"Paris Basin";-2500;3.035945342575;NA;0
"Paris Basin";-2400;3.035945342575;NA;0
"Paris Basin";-2300;3.035945342575;NA;0
"Paris Basin";-2200;3.15412094371819;NA;0
"Paris Basin";-2100;3.15412094371819;NA;0
"Paris Basin";-2000;3.15412094371819;NA;0
"Paris Basin";-1900;3.15412094371819;NA;0
"Paris Basin";-1800;3.15412094371819;NA;0
"Paris Basin";-1700;3.15412094371819;NA;0
